"repo_id","commit_sha","number_of_files_changed","total_lines_changed","file_types_changed"
yt-dlp/yt-dlp,"6121559e027a04574690799c1776bc42bb51af31",1,6,{'py'}
tailwindlabs/tailwindcss,a37f6ba6a3b599dbac0bf1368e5ad7ca9e94a3f6,2,60,"{'json','yaml'}"
rust-lang/rust,"90f418fbb300e60c7027eb5a6e326f9dfa5bd364",1,6,{'rs'}
puppeteer/puppeteer,"1e5a1a825166d49aec5c1e8205874ebeeb6c813c",5,26,"{'json','ts'}"
yangshun/tech-interview-handbook,b60673b2c8071409ff44460f86dd51029ea315b9,1,4,{'md'}
storybookjs/storybook,"631e002ea819e5f5fd13a9f02f586ecf1e09a435",3,13,"{'prerelease.md','json'}"
mrdoob/three.js,"19816c7ec422efde9f21afbabb504236da3a3325",3,172,"{'json','jpg','html'}"
iptv-org/iptv,"65579836cb1d48fa5713333e70ff2b839fd0ee61",18,74,{'m3u'}
d3/d3,"009a2d1ffe8652b34666ec2cd645af6d0c892c2b",6,1422,"{'vitepress_config.ts','vitepress_theme_CustomLayout.vue','vitepress_theme_VersionAndStars.vue','vitepress_theme_stargazers.data.ts','json','lock'}"
fatedier/frp,"773169e0c44070facd652c4b8b3fe6e6ff4d78f3",1,2,{'go'}
shadcn-ui/ui,"9cbc6641d91901600b553a63ae5a9ce9ccb5105a",1,4,{'..slug]]_page.tsx'}
denoland/deno,e2e4919347808884406491e08acfcf06366daafe,2,8,"{'rs','ts'}"
denoland/deno,"5b0da886197e98748ccfccdd2ed96ac149ef3384",5,105,{'rs'}
iptv-org/iptv,"6343dfdbe9d7d6ed50a594fa2739e5b3460ebe44",1,52,{'m3u'}
facebook/create-react-app,"96f98e9d5a1a1d421f7258c362dedbd8b56c6533",1,15,{'test.js'}
mtdvio/every-programmer-should-know,f205d4ac0e0ce22f8453bc44fd684d43a25cf8b3,1,1,{'md'}
denoland/deno,"90528fa9c941562d01ad33d8c0382e7589171a46",1,27,{'ts'}
microsoft/Web-Dev-For-Beginners,d965a95c03f3e7c477dd41b938b4d6f9b350100b,2,616,{'json'}
ant-design/ant-design,"8e03ed9658a18de81998d5e7554e047efb9f6421",1,2,{'github_workflows_upgrade-deps.yml'}
bitcoin/bitcoin,"053bda5d9fb35607709240387b5ed28798f92692",2,18,"{'cmake','cpp'}"
rustdesk/rustdesk,c39c49fd176c2a137cadfce5fea9af12eb5b061c,1,6,{'rs'}
microsoft/Web-Dev-For-Beginners,"032f90f4364f6ff0e948d4e0a72ede2b90fd08a6",2,616,{'json'}
goldbergyoni/nodebestpractices,"8d825fc34de106faafd30f6aacb1c419a8e2a8a2",1,14,{'md'}
microsoft/generative-ai-for-beginners,f2b6dddea283d1b2b99721815dfd3dc65cb712ed,2,10,{'json'}
bitcoin/bitcoin,aad5938c49f9d3201678d39875bdfce44ddd6cd1,1,148,{'py'}
langchain-ai/langchain,d3be4a0c56800e9df4c9b0aefb1a2e3d81f371bc,4,17,"{'d3be4a0c56800e9df4c9b0aefb1a2e3d81f371bc_libs_partners_anthropic_Makefile','d3be4a0c56800e9df4c9b0aefb1a2e3d81f371bc_libs_partners_openai_Makefile','py'}"
godotengine/godot,"2df41d8144685f0c951476a85d48479fa91eb558",8,52,"{'py','xml','cpp','h','js'}"
microsoft/generative-ai-for-beginners,"390480f4475198c5e9898dfade618b3066e460c3",2,10,{'json'}
mui/material-ui,"02304e6398c761fedd3cffa35d383255485f2fc3",3,28,"{'json','yaml'}"
langgenius/dify,"23c9f1b4446785f2693a66b03909dc606257ba95",3,4,{'tsx'}
microsoft/terminal,e332c67f5147439ae27f44fa539a425d55c10543,42,2238,"{'png','build.items','xaml','cpp','h','idl','Terminal.Settings.Editor.vcxproj','resw'}"
deepseek-ai/DeepSeek-R1,f1e82facf130731b3add06c5a5979d3da399abd7,1,2,{'md'}
twbs/bootstrap,"12bc56aa111853d56ee735e45c6c6efd6add6af1",1,2,{'scss'}
godotengine/godot,"626a75abb1f3393944bdc58e2e6b3fd48ee35519",1,5,{'cpp'}
PanJiaChen/vue-element-admin,"0e61e6d82db606cdcdfbadde2a7f8ea887a8b012",2,46,"{'md','zh-CN.md'}"
bitcoin/bitcoin,"370c59261269fd9043674e0f4fd782a89e724473",1,2,{'py'}
deepseek-ai/DeepSeek-R1,ef99616100ea27f730458f52da46d4d64d9612c4,1,60,{'md'}
deepseek-ai/DeepSeek-R1,abb3ab9f2e2d4456701a1a52d0ffc20f2ebb84b5,1,1,{'md'}
iluwatar/java-design-patterns,"6e20d3221383c1954bb5b4b89c5aeeb051e68f3e",1,2,{'xml'}
langgenius/dify,e01d975b80110c1465fb72ba7d315947890c8683,1,7,{'tsx'}
iluwatar/java-design-patterns,bf164009b4e1c0a3093ebcbaf1d6424d013a4ab4,2,12,"{'all-contributorsrc','md'}"
deepseek-ai/DeepSeek-V3,"1ab09c8780cfb8459aefdc46e3965889ecec9881",1,13,{'md'}
open-webui/open-webui,be989f3645f2994af95a1ae9e58993da067ddde4,1,21,{'py'}
microsoft/Web-Dev-For-Beginners,"595e9d21f4e4d692ca85ac8b58da93b6c59db7a9",1,232,{'json'}
papers-we-love/papers-we-love,f8f6bdccae0d24c4d3fcb06ba50d8b2fed1f94ab,1,2,{'md'}
angular/angular,a70f03a9b40a4f1f0e554541f236270025b41501,11,397,"{'api.md','ts'}"
angular/angular,"5ccc654810199c6887a5b2bfbe8b076f995b6538",2,191,{'md'}
nvm-sh/nvm,"247ed8a1860560b20149265e3ff094f2cb40e7c3",1,7,{'md'}
vercel/next.js,"48ac8ceea26785cce74e7da543b1d7d2ad3b9bcb",1,6,{'github_workflows_turbopack-benchmark.yml'}
justjavac/free-programming-books-zh_CN,"00030e1528c927fb469e0a1b48c954ae716e7642",1,2,{'md'}
microsoft/TypeScript,"5e367783305736672ffa3d17097a62ead1db3039",11,1197,"{'ts','errors.txt','js','symbols','types'}"
neovim/neovim,b95189b7e34a458f09454cff8001ed06df377704,2,43,"{'txt','vim'}"
pytorch/pytorch,b90fc2ec27d8f1f90a82143b3b25c4f31acdd00c,1,79,{'py'}
codecrafters-io/build-your-own-x,"7b7d32b81907004aa3f2b79c8cb266f64bc1f43d",1,2,{'gitattributes'}
Significant-Gravitas/AutoGPT,b91b0261647a68da80f91251b3e4fa2e23c550df,3,11,"{'py','tsx'}"
tensorflow/tensorflow,e27c8f356deca21a7e6f7f4e36ae3eb390a201b9,4,206,"{'e27c8f356deca21a7e6f7f4e36ae3eb390a201b9_third_party_xla_xla_service_gpu_model_BUILD','cc','h'}"
vinta/awesome-python,"2252650cfdff3782d5a85458507fe9ec6edde7a4",1,1,{'md'}
trimstray/the-book-of-secret-knowledge,"78df09a91df3c4ff70643a38bbab8b7e13e9e6b6",1,1,{'md'}
facebook/react,f9ae0a4c2edc9ad93507b550f2aeb60119955336,5,125,"{'ts','expect.md','tsx'}"
jwasham/coding-interview-university,a17f01071a221b5f4add87eec15a8caeee232d05,1,6,{'md'}
practical-tutorials/project-based-learning,d589770355f1d2b58c54159369026cffc0fe4dfd,1,1,{'md'}
donnemartin/system-design-primer,"578e29cff8f0f6f94572727f3efd4fb4df64d202",4,8,{'md'}
jwasham/coding-interview-university,a6a4564de514afaecee1187219f26f765f9f893a,1,1,{'github_FUNDING.yml'}
jlevy/the-art-of-command-line,"15332998d09e0dfeb39a70aa4225109835ea8ee2",1,2,{'md'}
airbnb/javascript,d1705c389ed3745f10139b32fca655c306dd56bb,1,2,{'md'}
TheAlgorithms/Python,"1ea05feffec48250a3d6d0ccbd1378242d680cbc",18,25,"{'md','py','png','jpg','toml'}"
donnemartin/system-design-primer,"7e8f93e57db6c016906121b9a868d1d767dd5edb",1,2,{'md'}
freeCodeCamp/freeCodeCamp,"7f5e4470803977ef4cdb399a90b59f2f8b3025fb",19,48,{'md'}
AUTOMATIC1111/stable-diffusion-webui,"1d7e9eca098d3ae66bb1db184b88f80781891e51",1,2,{'py'}
ollama/ollama,f15ffc432061e3d96b3412219a3a0f673b579a12,1,3,{'go'}
avelino/awesome-go,d35a2a71c4d73065a1968e9457e1a1df0b2ce32b,1,1,{'md'}
vuejs/vue,"13f4e7dc03e2caed900ac70ff8b8fe58dda45663",5,17,"{'md','json'}"
jlevy/the-art-of-command-line,"1c6439c6945597a118f32e4ffe89c32b9636ae44",1,2,{'md'}
Chalarangelo/30-seconds-of-code,fd48168c562cecfe87f56773564327a7be825743,11,36,"{'yaml','md'}"
massgravel/Microsoft-Activation-Scripts,c89bebdee8880bb4d288f813cf4f4b32c3b80f79,1,6,{'gitattributes'}
Chalarangelo/30-seconds-of-code,a292d5fd2b4af9731687d8c0f360f7be7333492c,1,2,{'md'}
Genymobile/scrcpy,bef2d8473b3426b1dd2ea9ed0cae3a243a999218,8,150,"{'bef2d8473b3426b1dd2ea9ed0cae3a243a999218_app_data_bash-completion_scrcpy','bef2d8473b3426b1dd2ea9ed0cae3a243a999218_app_data_zsh-completion__scrcpy','1','c','h','md','java'}"
golang/go,"8cd7f17248b9215530e9ce9ed7831fc24b5eeef7",2,16,{'go'}
freeCodeCamp/freeCodeCamp,"6dbad93530e60df28a4c17b40e66b7d41759f16d",1,6,{'md'}
ripienaar/free-for-dev,"975a7ab91048cf58a07414392a9d623a111c72de",1,6,{'md'}
kubernetes/kubernetes,e0859f91b7d269bb7e2f43e23d202ccccaf34c0c,52,876,"{'go','io_kube-scheduler_framework_cycle_state.go'}"
golang/go,"4878b4471bf1267a8f87b40ed49b36ab82b79d18",3,98,{'go'}
justjavac/free-programming-books-zh_CN,"666946699eeb677d62978915cf955a4d129e86a8",1,2,{'md'}
ripienaar/free-for-dev,"4960496882d243643ed190a9a238b408c097823a",1,2,{'md'}
public-apis/public-apis,"49d267a721b6a8ff9ccaefc9f24c0188367008d9",1,1,{'md'}
Genymobile/scrcpy,"1d253381198495ae351e2fba377a0b325f4b8bfb",2,9,"{'c','h'}"
facebook/react-native,e324874614f98c4c09f13cd59ea2cddc147c0c98,2,27,"{'github_workflows_test-all.yml','maestro_button.yml'}"
kubernetes/kubernetes,"4832b57e48b98af0b0d558fa9810dc77b906ea62",5,253,{'go'}
nodejs/node,"4513e9c50fe5a380a211402b34a637261064aa69",1,2,{'js'}
mrdoob/three.js,"1859806c1f861870410701014e366659ed307109",1,158,{'html'}
golang/go,"21b7e60c6b64dd3221ab5b95d164fb42492029e8",4,84,{'go'}
axios/axios,"7ba895c8874f3fdc4e9da992b2b9e34fe5a25b55",1,2,{'md'}
langchain-ai/langchain,c284fdae89c0afdc7f47a147c71579b13c07b317,1,2,{'ipynb'}
facebook/react-native,"6a7cea25ba09d82a47a975f33c12bb5075721b6a",1,26,{'js'}
justjavac/free-programming-books-zh_CN,"70e52bd4f05a56d54cdf05634de8a21aad09f1fb",1,2,{'md'}
langchain-ai/langchain,"9a78246d29d07fa7806e9426efd0ef8e82b07394",1,2,{'ipynb'}
microsoft/TypeScript,"11e79327598db412a161616849041487673fadab",4,28,"{'ts','baseline.jsonc'}"
puppeteer/puppeteer,acd6a8c6d613869bef972c2a78ec14cc6c4ca139,1,2,{'ts'}
tailwindlabs/tailwindcss,"31c0a2145262d3176a2dd0361cdad17cba0061c3",7,60,"{'md','test.ts','ts'}"
microsoft/terminal,"26cd15a14b0bfc06a951c800d960336328176173",2,14,"{'cpp','h'}"
ryanmcdermott/clean-code-javascript,"384665f8da2de749ad96c694a9e18227cfd08b45",1,1,{'md'}
django/django,b373721af0e5c3de0986977ac07e3ad55061ecbe,1,48,{'py'}
django/django,d2732c30af28381f5a2ff1b08f754eeb7a6dfeca,1,2,{'txt'}
puppeteer/puppeteer,"640c33cd2ab635fc9145761f5aee08f1e24e9ae6",1,6,{'ts'}
excalidraw/excalidraw,"87c87a9fb1b276988316444b82d0f335a45f03cc",26,676,"{'ts','tsx','test.ts.snap','json','test.tsx.snap'}"
iptv-org/iptv,d4263e964f896aef0f5cff8a9927c0f12960c541,1,136,{'md'}
microsoft/generative-ai-for-beginners,"229a67621530d2b6e60a309bdfb1159f8e248496",1,64,{'github_workflows_co-op-translator.yml'}
nvm-sh/nvm,"74eb3960996576cd2f8ca8709574fc46e4c4f923",1,2,{'json'}
tauri-apps/tauri,dbcfaa18d7a0a4b41fbdde5c16616cce1b702ac6,2,193,"{'json','yaml'}"
iluwatar/java-design-patterns,ad6bdf802d1b7a890a6801e3064cec586f55f760,1,2,{'xml'}
fastapi/fastapi,d6b8b8f59066101296d1bac270247c22d9a2912a,1,165,{'md'}
papers-we-love/papers-we-love,"89c53afb3ad199a087bc5641790e285091783cb0",1,5,{'md'}
deepseek-ai/DeepSeek-V3,d29a967601cc772ede6c475870e3b591f2f89c45,1,4,{'py'}
nodejs/node,"0e157b6cd8694424ea9d8a1c1854fd1d08cbb064",1,15,{'md'}
storybookjs/storybook,"13817eb5563354c001da91c06f4b9b87fc733d67",1,4,{'ts'}
supabase/supabase,"4e547b31e8848d9d478a2fe2315f0f4e69a40469",1,2,{'github_workflows_docs-lint-v2-comment.yml'}
microsoft/generative-ai-for-beginners,"440738baaff802f90ed38475c3e0b21610f148af",1,4,{'github_workflows_co-op-translator.yml'}
facebook/create-react-app,"380066041106963c50f55869904f504822d396af",1,2,{'js'}
bitcoin/bitcoin,"5471e29d057049d2b5ab8447d8752cce3393086d",2,34,{'py'}
puppeteer/puppeteer,a6b61e799a0bb2a6fe3c87a5bdbb09f17808f514,2,11,"{'ts','json'}"
mtdvio/every-programmer-should-know,b6aa9e277b9fd36ad29487c1a95b54a5e632ff03,1,2,{'md'}
denoland/deno,"1d72dcac252ec567e868c5683601b0ce34d55e9a",1,66,{'mjs'}
langgenius/dify,"8025ad06613d844ef7eb23909df3b73aced4ba43",1,7,{'py'}
papers-we-love/papers-we-love,"3d76a238ca2dcaea7ce9c1d4bda22c236cddeb36",1,2,{'md'}
ohmyzsh/ohmyzsh,"13c702964c0287059a75eaec98cd71de51f4f19c",1,198,{'zsh'}
facebook/create-react-app,"6254386531d263688ccfa542d0e628fbc0de0b28",9,32,{'json'}
mui/material-ui,"25131d63f095fdaa472c078b244c6b49bc9e9051",8,211,"{'eslintrc.js','json','js','test.js','d.ts','yaml'}"
langgenius/dify,fb12a3033d877a0e243fc88d5b820b74540cb038,7,14,{'py'}
open-webui/open-webui,b12a493fe5248d51ad755586e8a306d820ce9770,1,9,{'py'}
electron/electron,"5ccbfa2faf705ff4cc8ba2c1891e4129ff142ae6",1,2,{'mm'}
golang/go,"555d425d177db7fa7123779d253aee42980cb8a3",2,45,{'go'}
rust-lang/rust,d843809b9db11f5dcbfceb6e08e7d63bf33c46c8,2,74,{'rs'}
deepseek-ai/DeepSeek-V3,"73f2954fa800fb133cd58072f6b5a2ee49e69251",1,4,{'md'}
getify/You-Dont-Know-JS,"762018690a7d4085017cc3f3c7322283b32f18ed",1,16,{'github_ISSUE_TEMPLATE_report-technical-mistake.md'}
microsoft/vscode,d1e632de559e8e9f63d155c5759f172f95879170,4,123,"{'ts','test.ts'}"
torvalds/linux,"45f1884d5cf2f66736d84bc11d023a7cc82b8838",1,7,{'c'}
torvalds/linux,f55937e42c9951b615e291d9b7e6337747804463,1,4,{'yaml'}
torvalds/linux,bb1556ec94647060c6b52bf434b9fd824724a6f4,22,815,"{'yaml','bb1556ec94647060c6b52bf434b9fd824724a6f4_drivers_watchdog_Kconfig','bb1556ec94647060c6b52bf434b9fd824724a6f4_drivers_watchdog_Makefile','c'}"
codecrafters-io/build-your-own-x,"3191380eaa4ae777bbc164ddcc5567e89ddfcb65",1,4,{'md'}
codecrafters-io/build-your-own-x,d6ce7605f0d961be9ba77e261e0442dcfca3249c,1,1,{'md'}
CyC2018/CS-Notes,e8885ec204fc2a1d71662447a07384caf0481f4c,1,0,{'png'}
Significant-Gravitas/AutoGPT,"9f2b9d08c97c07b470733011ff0ee9f268129668",12,137,"{'py','sql','prisma','mp4','tsx','ts'}"
donnemartin/system-design-primer,e8a867ee286d0848ba32a2709051b6f275214714,4,8,{'md'}
freeCodeCamp/freeCodeCamp,"93e987e34bae79be5168fb0cda12f8337eb48694",1,2,{'md'}
codecrafters-io/build-your-own-x,cf5d7501331ee4fee8a50b1ed68a5236f85b53b8,1,1,{'md'}
practical-tutorials/project-based-learning,"7dcba3b6ebc0b1cd5569b543931ed154d910d1ad",1,2,{'md'}
ossu/computer-science,"0d6bc86222368eb43339a6793dfccccf0b779764",1,4,{'md'}
trekhleb/javascript-algorithms,"471e6d0791167756d0a7f35a2a197e235bca73f7",3,45,"{'es-ES.md','md','pt-BR.md'}"
vinta/awesome-python,"8eec1a75f35ee966c0fa5167013b509ebb9316f6",1,13,{'md'}
vuejs/vue,e0747f40a879b4000a1959d21377b51d1f1ed988,2,12,{'ts'}
"996icu/996.ICU","0f87a12c9bfc7431d0b3d5f858728492cf9bf044",1,4,{'md'}
Significant-Gravitas/AutoGPT,"5518c2e9a2ff5f0a077914dd541db31cadc4f7c2",25,127,"{'tsx','css','config.ts'}"
tensorflow/tensorflow,"0aed3cd7aae49b27ff8d771128674e5c01268008",1,2,{'h'}
awesome-selfhosted/awesome-selfhosted,"91c8996d6a034375f9f0b417a259bdad3b3bd13f",1,1,{'md'}
tensorflow/tensorflow,ac2a0f466356ff11a8c4459341cbebade2675ca8,2,9,"{'cc','h'}"
CyC2018/CS-Notes,b70121d377cb6005eb65f12b098cd5decd905669,1,0,{'png'}
vuejs/vue,"73486cb5f5862a443b42c2aff68b82320218cbcd",1,2,{'md'}
ollama/ollama,aa25aff10d1ccc6dd4e85952678d63946bdf89dc,2,52,{'go'}
public-apis/public-apis,"81804323e7ab9907226eae256ae56719248c7dce",1,1,{'md'}
airbnb/javascript,c25bce83be4db06e6a221d79686c485cd2ed5d5d,1,2,{'md'}
"996icu/996.ICU","84fd37c7ea3da7c82205bfa3c8961ddbbd08b205",1,2,{'md'}
github/gitignore,"094d21a4735911de10ab809563cf75d2a65ad84a",1,1,{'gitignore'}
electron/electron,"2e0b4eca9490fba5a041b0e1530c5b2973fc71bd",2,13,"{'json','lock'}"
yangshun/tech-interview-handbook,"3365eda7775f94b2da75cde801cf9a50b6d2ce12",1,37,{'3365eda7775f94b2da75cde801cf9a50b6d2ce12_apps_website_static__redirects'}
justjavac/free-programming-books-zh_CN,f27a025864aa02fdc52d2a5e79b28261d5e5864c,1,7,{'md'}
Genymobile/scrcpy,"5d12d9071dad6d9d80197546d820dc90fbd31998",1,4,{'sh'}
nodejs/node,f4978814d49b25fb7dadb43124ed9f43d22c3a4c,3,7,"{'h','cc'}"
krahets/hello-algo,"09f7223067b5dfd32db1732ce7d600e5278b009f",4,34,"{'js','ts'}"
microsoft/TypeScript,b86ab7dbe0eb2f1c9a624486d72590d638495c97,17,499,"{'ts','js','symbols','types','errors.txt'}"
yt-dlp/yt-dlp,cc749a8a3b8b6e5c05318868c72a403f376a1b38,3,6,"{'sh','py','toml'}"
mrdoob/three.js,"0effe60e2afb06635874b8fe4c61d9d452e0ec40",7,130,"{'cjs','core.js','core.min.js','webgpu.js','webgpu.min.js','webgpu.nodes.js','webgpu.nodes.min.js'}"
mrdoob/three.js,"8a7655db1ac612c7aeba6ce8630ef03a39a1c810",1,38,{'js'}
ryanmcdermott/clean-code-javascript,"98f1d4a5a3b00c7b201400db6a443817d759859b",1,2,{'md'}
krahets/hello-algo,e1f0903bf7684c99a50a214afa3eff05f5230a16,1,24,{'md'}
microsoft/terminal,"2d64a3a4ab0d0d1c5b9085a022f5319460ef68d7",4,12,"{'cpp','UnitTests.vcxproj','UnitTests.vcxproj.filters'}"
pytorch/pytorch,"3f3c1f419fb4f0ecb5a6fa668a88e678b739fb45",2,14,{'py'}
excalidraw/excalidraw,"4dc205537cf6a0d356a3d284697e4cc345346c18",8,384,"{'ts','test.tsx','tsx','test.tsx.snap','test.ts'}"
storybookjs/storybook,e74431d2855ba416564d9ebdf92a57b1c6b82ee6,1,6,{'md'}
puppeteer/puppeteer,"5cb4784be15eb291a72f540506f89ff20ac21ab1",2,46,{'json'}
nodejs/node,"7ffa029750d5373db43c51b4fefc12737b0b76d6",31,401,"{'js','h','cc','snapshot','coffee','mjs'}"
excalidraw/excalidraw,"41c036e1a524554a7d6b33fd72cb4f4784d8dad7",1,3,{'md'}
ohmyzsh/ohmyzsh,"658240f49816bd6ae1e693a383e26b703ef2d0fb",2,240,"{'md','plugin.zsh'}"
shadcn-ui/ui,"65223896da15d2028d8246cdbc4692ce9a7513f2",16,294,"{'tsx','ts','config.ts','css','yaml'}"
fatedier/frp,"6cbb26283c3931766216968975c06e03a58a0941",2,4,"{'cross-compiles','sh'}"
rustdesk/rustdesk,"68eaedfddc82d560c69409ff956b0fe8160fdc76",1,8,{'dart'}
langgenius/dify,e303417e0470e95eb2ce3740b693b892fa465fc2,4,57,{'tsx'}
nvbn/thefuck,d81929f29438b8e115efa4091dc8362431c4ce1e,1,18,{'github_workflows_test.yml'}
getify/You-Dont-Know-JS,"63922c18b276da141f6e07ccebe25eca87fa09f4",1,2,{'md'}
angular/angular,"77d2a7c977c52be27c816295dee5c25e34512730",17,294,"{'bazel','bzl','ts','json'}"
papers-we-love/papers-we-love,"798a474a51eb5938cc2a13a123b73426642e468a",1,8,{'md'}
tauri-apps/tauri,"626165eeb4e2f0fb7699d2ed4753e6ce6d91ac88",6,32,"{'lock','toml','rs'}"
microsoft/TypeScript,b504a1eed45e35b5f54694a1e0a09f35d0a5663c,4,1078,"{'ts','js'}"
shadcn-ui/ui,b5cf967848d4496fb0d2f062978f14552d0502ce,10,878,"{'tsx','ts','config.mjs','json','css','yaml'}"
nvm-sh/nvm,"5c12680a62cbe88b57cc243913373096b0f35647",2,59,"{'md','json'}"
deepseek-ai/DeepSeek-V3,"4a65fd9221103ff03864337453c238e65d1f4a1b",1,2,{'py'}
Hack-with-Github/Awesome-Hacking,e6653288dec395ab1b7c7894b67067c91fb047b2,1,1,{'md'}
d3/d3,aa2c2f97501f08734d709a622728683c464cd034,2,3,"{'vitepress_config.ts','md'}"
puppeteer/puppeteer,"4bd83192c102ee2d2253604f0089c0ba8db51d27",3,11,"{'ts','json'}"
ant-design/ant-design,bfc49e415658b4e9a24cd4cdf549e167993c3668,2,10,"{'json','ts'}"
microsoft/generative-ai-for-beginners,a613bc425935ca75715caa5a632048b629792c54,1,2,{'txt'}
tauri-apps/tauri,"6a39f49991e613e8f3befe0e8dff288482ccdd89",2,33,"{'changes_dynamic-dispatch-async-commands.md','rs'}"
supabase/supabase,"181f15752c91b34c628d999fbf74f0af02d965f6",154,754,"{'tsx','json','config.cjs','mts','config.js','..slug]]_page.tsx','template.tsx','ts','d.ts','test.tsx','test.ts','types.ts','utils.ts','css','module.css','yaml'}"
rustdesk/rustdesk,"4e1a814aebe9ae3b74dff7a185b5242db0faaad9",1,642,{'rs'}
papers-we-love/papers-we-love,f4c065cce038dfb489c34f0d5211c203b1d72cc3,2,2,"{'md','pdf'}"
deepseek-ai/DeepSeek-V3,"98e67a71f437a70dfa1a9fc2b4dcc416b2effe94",1,2,{'md'}
facebook/react-native,"93920e38e6b292557a249b8c3372c927eafef915",1,62,{'clang-tidy'}
excalidraw/excalidraw,fc3e0620749bcc633201970021e7063347cc3820,2,38,{'ts'}
Anduin2017/HowToCook,"7bd91953f9d4bb62aaa3d867524898b75d170072",3,6,{'md'}
deepseek-ai/DeepSeek-R1,"0cf78561f1d51c84a21b2190626b21116d5c68bb",1,4,{'md'}
twbs/bootstrap,d6ca5ba35b734115dfcedac615865f7a34e3d662,2,7,{'ts'}
goldbergyoni/nodebestpractices,"0a444a9ab59d8682cc1886fc4a83940d8226f8f4",1,6,{'md'}
open-webui/open-webui,e1e2c096e298dd6bab5921ed1dd62d42f317f576,6,276,"{'py','ts','svelte'}"
torvalds/linux,"535d1784d8a96dce79023ac5081de1aa8669388a",3,245,"{'535d1784d8a96dce79023ac5081de1aa8669388a_drivers_watchdog_Kconfig','535d1784d8a96dce79023ac5081de1aa8669388a_drivers_watchdog_Makefile','c'}"
microsoft/vscode,"52c22d5217dfd9a489a5f4fa236ea466f5a1715b",1,31,{'ts'}
practical-tutorials/project-based-learning,"0d3b4e535ccb1be6d3e637eac5e694d67fb8f60c",1,1,{'md'}
CyC2018/CS-Notes,"3c9d93e291cd652ab08b0f259d428dc3ec8cfcde",1,0,{'png'}
TheAlgorithms/Python,"6e4d1b376546cdf347b6513ff5f493510b956309",1,73,{'py'}
tensorflow/tensorflow,eb662c87fdcd3c1685e41c2f185d272d366af1e2,15,243,"{'eb662c87fdcd3c1685e41c2f185d272d366af1e2_third_party_xla_xla_backends_gpu_runtime_BUILD','cc','h','eb662c87fdcd3c1685e41c2f185d272d366af1e2_third_party_xla_xla_stream_executor_BUILD','eb662c87fdcd3c1685e41c2f185d272d366af1e2_third_party_xla_xla_stream_executor_cuda_BUILD','eb662c87fdcd3c1685e41c2f185d272d366af1e2_third_party_xla_xla_stream_executor_gpu_BUILD','eb662c87fdcd3c1685e41c2f185d272d366af1e2_third_party_xla_xla_stream_executor_rocm_BUILD'}"
awesome-selfhosted/awesome-selfhosted,f2c602a21700ec4375d8085ae164e73a54c00131,1,1,{'md'}
trimstray/the-book-of-secret-knowledge,e22f036a6126fee5765d887ccec8edec94855482,1,1,{'md'}
ytdl-org/youtube-dl,ec75141bf03b66ffc183992ec6bb50c4ff392dd8,2,54,{'py'}
kamranahmedse/developer-roadmap,"6b87218cd56bbec72400c04ab372f58e0b89c3af",7,42,{'md'}
trimstray/the-book-of-secret-knowledge,b66730d3b8d26cd8108b5b0a0fde5485690eb5d3,1,1,{'md'}
ohmyzsh/ohmyzsh,"526969cad351fe85ff4a9a3949736bc08de2b12d",2,4,"{'md','plugin.zsh'}"
jackfrued/Python-100-Days,ebac4a536f1966befc869fb0add3839b8acf55dc,1,4,{'md'}
microsoft/vscode,e252fce69d6973ea6a32ff1054af30a56482ee39,5,89,"{'ts','contribution.ts'}"
ossu/computer-science,e2cfa871edbacb44cc2555b5c7553575e000365a,1,27,{'md'}
trimstray/the-book-of-secret-knowledge,"3ebe4cdde380e95ec4a3fa7823975c9a8377e0e6",1,1,{'md'}
kamranahmedse/developer-roadmap,"708454f0a850a349e648b2ab9742aeca01ff63ae",6,6,{'md'}
public-apis/public-apis,fde9b2b246c74f9071d07b3946e4eb7bab9b8891,1,1,{'md'}
practical-tutorials/project-based-learning,"8c9ecbf2cd8c5dacfa69690dc7db6f016968bf87",1,1,{'md'}
practical-tutorials/project-based-learning,ba4c3c6c627e014698f67db4ce340cff709fba85,1,8,{'md'}
Significant-Gravitas/AutoGPT,"61643e6a47c1ede38efad78fba669c2cf951e706",1,9,{'tsx'}
Significant-Gravitas/AutoGPT,"3471781b982ecc8180514d79e95381f5386c5d64",2,20,{'tsx'}
donnemartin/system-design-primer,"40d5d2edccd00b4a66fb0e24d887d8b1a0d7ea0e",4,4,{'md'}
AUTOMATIC1111/stable-diffusion-webui,"82a973c04367123ae98bd9abdf80d9eda9b910e2",1,6,{'md'}
airbnb/javascript,f45bd1ebc0549d370ccd7cb0ca039b40d3be768b,2,16,{'js'}
jlevy/the-art-of-command-line,"28dad36efcc63a76f1815fa441cae51ff7d91e51",17,34,{'md'}
ollama/ollama,"066d0f474671fd38532f4a245533158312a68e75",2,89,{'go'}
f/awesome-chatgpt-prompts,"349218af71f7c118ed0942dfb8d86b03b0107994",2,4,"{'md','csv'}"
getify/You-Dont-Know-JS,"57370f2397dcceb6bb81e935b27bd45beefd3bfa",4,61,"{'github_ISSUE_TEMPLATE_foreign-translation-request.md','md','png'}"
practical-tutorials/project-based-learning,"4277a1088f06187c8e5ef4962181547d3228df6b",1,1,{'md'}
practical-tutorials/project-based-learning,"74363c578424a120b23544b0ad1dc462dc0bffd8",1,19,{'md'}
