"repo_id","commit_sha","number_of_files_changed","total_lines_changed","file_types_changed"
Hack-with-Github/Awesome-Hacking,cdd5da7d07ada7a265379ceb46bd936325335639,1,2,{'md'}
Hack-with-Github/Awesome-Hacking,"6ae8c663e4f442fc7fece4fe4a307b8b4bc231fb",1,1,{'md'}
goldbergyoni/nodebestpractices,"360868bae133626c1213b39a7b2050d5a35dd0d3",1,3,{'md'}
Anduin2017/HowToCook,cf70399e5498098f1326134ed38d1b676f9224c1,3,136,{'md'}
ant-design/ant-design,a4f6b04b858d712ff3b3a637d5cada6417662ea7,1,4,{'md'}
papers-we-love/papers-we-love,"8f812e736710ddfd1e37f12bce6d387fe92840d6",1,9,{'md'}
denoland/deno,f27329132d1296bdc5a36979797adafbcf187230,1,10,{'md'}
kubernetes/kubernetes,"0a7d9f9bfd9ebf158c3257a76f00628a726de050",3,12,"{'go','yaml'}"
kubernetes/kubernetes,"002faa6baab355dbec875aeaa43e8f0fab5d9d49",5,78,{'go'}
twbs/bootstrap,"81b815358f918c953c4209816231fb64d4e0358f",1,2,{'mdx'}
mtdvio/every-programmer-should-know,"93922cc1d1cce84db0fbb31ecd517be71044e2d2",1,4,{'md'}
open-webui/open-webui,"4371d2c5a5669a8d266065c984e913c426a362d0",2,30,{'py'}
codecrafters-io/build-your-own-x,b60615d8b50e5c68543564e17e7892783db68a8c,1,1,{'md'}
CyC2018/CS-Notes,"01f9a926dc9389e9135f8466984f148e677d19f7",1,3,{'md'}
tensorflow/tensorflow,"49e5a36d064269a74fe7ae371149818e2dcacc40",2,100,"{'49e5a36d064269a74fe7ae371149818e2dcacc40_third_party_xla_xla_backends_autotuner_backends_gpu_BUILD','cc'}"
tensorflow/tensorflow,"5ffae901ab51ed19c9d979fdb8f3f4ee6fd45db1",1,2,{'cc'}
TheAlgorithms/Python,ca445f52964f74ef5d398fd8dd6561ee198b353a,1,201,{'py'}
vinta/awesome-python,"4248513e5d067ec86cebba1a8e04e3e981f07c73",1,1,{'md'}
"996icu/996.ICU","1f4a9c8ee4e4cc8abb81814e0668e4dc6741b7d1",1,17,{'md'}
trimstray/the-book-of-secret-knowledge,"080fe9dd36d43ea2a6d8f80bfbf40000e7250472",1,1,{'md'}
AUTOMATIC1111/stable-diffusion-webui,"7c8a4ccecb59f85a015567f8ab3383145a315417",5,51,{'py'}
EbookFoundation/free-programming-books,"2158e8df74bd310191b4a90cb3f24a5977f99825",1,2,{'github_workflows_check-urls.yml'}
vinta/awesome-python,"8524f28e77fe169bd248c0a18ea7635ee43d9434",1,228,{'md'}
sindresorhus/awesome,"565212986aa916ba0f1c3fd4d4b270011a47021d",1,1,{'md'}
kamranahmedse/developer-roadmap,e00bd629f572dbca20c054df02e36af8b81771a6,1,57,{'json.ts'}
TheAlgorithms/Python,e26c388af0668c7b4236442691d36a477e02f400,2,5,"{'pre-commit-config.yaml','md'}"
ytdl-org/youtube-dl,"3a42f6ad372935733150159b0447e790c037c1af",1,142,{'py'}
sindresorhus/awesome,c1fa742ddbb0259441ba552276bc9d3d8414d94b,1,1,{'md'}
EbookFoundation/free-programming-books,e2f6750a8b5836330b7524f8406ce28346f2bfa7,1,1,{'md'}
public-apis/public-apis,b354ba6f4fc596b72db80c5a4051be4d837f6cf6,1,2,{'md'}
jwasham/coding-interview-university,"69ecb92da510b33178d5c002ddc9c18552ec4e12",1,4,{'md'}
AUTOMATIC1111/stable-diffusion-webui,"986c31dcfe701cfc84b372c7453511a320d1feb9",1,7,{'py'}
ollama/ollama,ea79003180205680000bacf97466fc9d78d71f5e,1,13,{'go'}
TheAlgorithms/Python,c81cc269962b346420b9e551782bd836dedb4528,1,30,{'py'}
awesome-selfhosted/awesome-selfhosted,"82f8845663f9301a1a6f007aa6760d172655d9a3",1,2,{'md'}
kamranahmedse/developer-roadmap,"2e8360a29b2c2c132273baf1bfc03a51a5857255",1,2,{'tsx'}
jlevy/the-art-of-command-line,cb3fd6150287828d28e81e4d6da4fcdc067f4bd2,17,34,{'md'}
jackfrued/Python-100-Days,"9d22942599975f729ea38091e8a9a6207ae581b0",1,4,{'md'}
avelino/awesome-go,b89db4fdb3ce24ba4bc318169897e0523819cd2d,1,1,{'md'}
airbnb/javascript,"39b970f7024006d34d40d5afdf763b32c9a8a074",1,1,{'md'}
Chalarangelo/30-seconds-of-code,"892764b5c33bf134aa0832ff0cd3cf3e844a4809",1,2,{'yaml'}
ossu/computer-science,ea4ae4a13e4df4417f09e8f59c5065b8efcaa57d,1,12,{'md'}
trekhleb/javascript-algorithms,d7a41a64610db25caa4525d61e9f8545fcb491c5,17,406,"{'ar-AR.md','de-DE.md','es-ES.md','fr-FR.md','id-ID.md','it-IT.md','ja-JP.md','ko-KR.md','md','pl-PL.md','pt-BR.md','ru-RU.md','tr-TR.md','uk-UA.md','uz-UZ.md','zh-CN.md','zh-TW.md'}"
TheAlgorithms/Python,e1115b5f15afa44deb4752483b9b456457f7e683,1,45,{'py'}
AUTOMATIC1111/stable-diffusion-webui,e09104a126ab2620eedb7f2d12f651a4671f9152,1,4,{'py'}
freeCodeCamp/freeCodeCamp,"4546af911daa597fee4ed404c6a36fdffdb87dca",4,168,"{'json','md'}"
airbnb/javascript,"7a8f5687699bad856ca7bb7df0a731f0597a772a",1,10,{'js'}
jackfrued/Python-100-Days,b9211254b1990f609ff3b815e1302fce2e2ab9da,5,58,"{'分支结构.md','循环结构.md','分支和循环结构实战.md','常用数据结构之列表-1.md','常用数据结构之列表-2.md'}"
Genymobile/scrcpy,"3a0703f428fe024c0bb226c0e311966be22ef57c",5,82,"{'c','h'}"
avelino/awesome-go,"89c78faeceb68ac602b0c6cc5a68e0a4a9a0cca9",1,1,{'md'}
jackfrued/Python-100-Days,"15084218687abc5b8bb5709de7b07b20e5c66ff6",3,135,"{'zip','浅谈机器学习.md','神经网络模型.md'}"
microsoft/PowerToys,a804bf86a4290484630d50490190b86909ec63e6,14,57,"{'pipelines_UpdateVersions.ps1','Packages.props','md','MeasureToolCore.vcxproj','config','csproj','CmdPal.Common_Microsoft.CmdPal.Common.csproj','Terminal.UI_Microsoft.Terminal.UI.vcxproj','CommandPalette.Extensions_Microsoft.CommandPalette.Extensions.vcxproj','CommandPalette.Extensions_packages.config','UI_Peek.UI.csproj','vcxproj'}"
airbnb/javascript,f20eca9f646954f2ebb0375e3a99b85e7b7161ad,1,4,{'md'}
avelino/awesome-go,"999b3965006c4997d6ee63875b15188e279c05d7",1,2,{'md'}
facebook/react-native,a218b63969db733eb8a3904ed7cf4066546f9fd8,6,91,{'js'}
yangshun/tech-interview-handbook,"2eaec046173493e79b79189aa50e97535199b0cc",1,2,{'js'}
langchain-ai/langchain,e16e09637ce3ef3c7065526337e402fea694176c,1,2,{'ipynb'}
langchain-ai/langchain,"3db1aa0ba6bf6b3f2029ce294cb02e76c2cb83cf",15,294,"{'test_stream_time.yaml.gz','yaml.gz','py','lock','toml'}"
vuejs/vue,"305e4ae9dce0a05a422b675ff555f17878e86063",5,18,"{'md','json'}"
ytdl-org/youtube-dl,"6eb6d6dff5add8b17babebb3a1a3da7948e5ee18",2,76,{'py'}
vinta/awesome-python,"17d98fbcc93f8118a7c8736acd543359f2a84184",1,33,{'md'}
github/gitignore,"3313644ca2c6d78230a42b8d8ef83d6046ce268a",1,3,{'gitignore'}
vercel/next.js,b7b546e0710666247e4bb56f216a8c32bbafbdf9,4,57,"{'test.ts','test.js'}"
microsoft/PowerToys,"3821e8427ce211784b35cb42f445000f3c81cfe1",1,5,{'resw'}
ripienaar/free-for-dev,"827077cc84d3b4488bd5a19d2d98f6e625938858",1,1,{'md'}
labuladong/fucking-algorithm,ae699d2d50044cec9c015d21017f843925a55fd2,2,64,"{'github_ISSUE_TEMPLATE_bug_report.yml','github_PULL_REQUEST_TEMPLATE.md'}"
justjavac/free-programming-books-zh_CN,"38755c84940e1bbfa0d2b60b067a20ce14f807a4",1,4,{'md'}
krahets/hello-algo,"1904bb8afc09514bad6bd2cca96e8a41485ead06",1,6,{'json'}
krahets/hello-algo,cc0852fae885f8a3ab23486a730eb3d437fb906e,1,22,{'md'}
d3/d3,"5425fc3410e6d4913781c2aeb960482ac85f1ecc",3,10,"{'vitepress_config.ts','md'}"
ripienaar/free-for-dev,b26ec340d28cf658a5838380ea27667f29e361aa,1,2,{'md'}
microsoft/terminal,f769597d8914fbff88db3d72cff1d7b89334d4a8,9,52,"{'idl','cpp','h'}"
neovim/neovim,"84c77855467e5cb7ad6ec5af5ce76fbacbae04f4",2,18,"{'txt','vim'}"
django/django,ec7f0bcf79dec7412d00d48e43c995a45b3b7b70,1,2,{'py'}
fatedier/frp,"3128350dd6f52761f635311b9aa4ce6f84f04659",4,159,"{'md','go'}"
flutter/flutter,"3c28bb7a2437dea488ecdeb42ce2ed0e864a0aab",29,772,"{'dart','h','cc'}"
neovim/neovim,"981d4ba45ed1169b305d8b96f04062ae997ddd43",10,96,"{'txt','lua','c'}"
mrdoob/three.js,"5988c7a7e710b4a953b49eda6b4d0fac506887a9",1,19,{'js'}
microsoft/terminal,"9e0ca3aac009ac92e0ec30a91cc4488d2a304290",9,149,"{'cpp','h','idl','xaml','resw'}"
langgenius/dify,"51f64797cd779e8951ca3513c79c4802624c749a",5,1075,"{'py','en.mdx','ja.mdx','zh.mdx'}"
nvbn/thefuck,b03e0913d3e94e605dc36ef9c7c2e48cd2f6e5fc,1,7,{'github_workflows_test.yml'}
nvm-sh/nvm,"759f70f1967c56e0ce9b8f51a6c0b33efdea869b",1,25,{'sh'}
storybookjs/storybook,"50c2da0403af25aa0b3291d594284210d21b0fac",1,4,{'ts'}
storybookjs/storybook,ff2e8989d81cd6dcdc21468b31b5584c81c9a6a8,1,4,{'ts'}
deepseek-ai/DeepSeek-V3,"57d7bd45df205460eeefea2ef92e9df99d77f3ce",1,13,{'md'}
tauri-apps/tauri,"638804e9c488afdcd51bff8f329a321903337263",2,13,"{'changes_fix-set-window-effects-main-thread.md','rs'}"
Hack-with-Github/Awesome-Hacking,eb2b355c05b81b7ca983c8d24d23f4d541ca0edc,1,1,{'md'}
d3/d3,"6773edc5614dcb2f4fc78495535bc0b5656fc5cc",1,2,{'md'}
ant-design/ant-design,"330d13af70e67423b678003f950cc73afc84ac3e",1,16,{'ts'}
bitcoin/bitcoin,c540ede1cbcae3623f9db595b8554d81266b173c,2,14,"{'cmake','h'}"
django/django,c2615a050036eda0bca090c707191076220cee9f,4,50,"{'py','2.2.txt'}"
rustdesk/rustdesk,"90cb0ee56dabd81e778709558eb2380352d5df93",2,2,{'desktop'}
bitcoin/bitcoin,"1062df81eec73f93e7ac999a19c96f173f9304f4",2,35,"{'txt','rc'}"
django/django,"8c279113864c31cef539c6384a683e6ed832adca",1,12,{'md'}
django/django,e29272bbbd86a1c975e04e643e860aa3e0d58252,1,4,{'py'}
deepseek-ai/DeepSeek-R1,aa3361954037d6a28d463b0d297d3cdd4f5de44b,1,2,{'md'}
mui/material-ui,eccc7a41334493596679e55ffd954935618904cd,2,12,"{'json','yaml'}"
deepseek-ai/DeepSeek-V3,"88d6547df2852279e38dff7f015330f594881a94",1,2,{'md'}
fastapi/fastapi,"950fb3f02d876a4ab6cad307dc0f4d4e9a83e8ab",1,1,{'md'}
goldbergyoni/nodebestpractices,"544ecce0b5e6b6ac8bc19e18350ae44b019857d9",1,14,{'md'}
mui/material-ui,a619144861c99aec62eeab01b3e1b6bd53a11385,3,114,"{'spec.tsx','d.ts','spec.ts'}"
ant-design/ant-design,"8b48eba21a645a03eb92befd93c8768027d940eb",1,42,{'ts'}
iptv-org/iptv,e3faedd9bff0a656123dbd6f88f15747d91808dd,1,14,{'m3u'}
godotengine/godot,be1f9a878b733a9655b18767b8825baf67b4c8d8,2,31,"{'be1f9a878b733a9655b18767b8825baf67b4c8d8_SConstruct','be1f9a878b733a9655b18767b8825baf67b4c8d8_modules_raycast_SCsub'}"
PanJiaChen/vue-element-admin,"46e11caafce93f03c2158244931ca84cd075ce6d",1,2,{'vue'}
microsoft/Web-Dev-For-Beginners,a11516279a1cdae89f1e1170312ea0d04c76e4bb,13,3016,"{'github_workflows_links.yml','json','md','png'}"
tauri-apps/tauri,"923b7c7bc6a1b9960dfd9a86fc41fef4a887bec8",1,2,{'md'}
getify/You-Dont-Know-JS,e3f784bcb18ba47a9e6ced0866bc361393fb299f,1,4,{'md'}
twbs/bootstrap,"374c8a1e1f7f2bd1fca16a46cfeb9ce4ab843729",1,2,{'astro'}
ossu/computer-science,"61a4959cd58f56e6c8f6d4b0e044a1d4d3620b61",1,2,{'md'}
CyC2018/CS-Notes,"25c9ae3161e301965ae25cf95b890a31e80b4d37",1,0,{'png'}
public-apis/public-apis,"675a4e63bae5cf0f6569254652fce3e2fa53b900",1,19,{'md'}
freeCodeCamp/freeCodeCamp,"690d05c7b9fce177c054c3b4319ca4e63c928bdc",1,2,{'md'}
ytdl-org/youtube-dl,"75134137947d1cd58b73f4186b3693d032c5bb66",2,61,{'py'}
vinta/awesome-python,b5bd4d0ad0947c9fcdfb6f189dac1882c1c49a39,1,1,{'md'}
TheAlgorithms/Python,ee3a1732e007d32b5835635ac7c7fbb2b5464f53,1,2,{'pre-commit-config.yaml'}
sindresorhus/awesome,"62f88598f2ea9640619739fab0d6ac354cd2944a",1,1,{'md'}
airbnb/javascript,"11f986fdc7d6b4c80e396437e9c45c939362bdee",1,4,{'json'}
TheAlgorithms/Python,"485f688d0683ca026959e1b68f12e5d221724860",1,9,{'py'}
torvalds/linux,"9bebf9f9d5db910ab3bd285749ee0f869d39c642",1,6,{'c'}
trimstray/the-book-of-secret-knowledge,"18fe986635a10a5038b7f9a4b792dbdb97c39317",1,2,{'md'}
kamranahmedse/developer-roadmap,a10262459691c741d6b5089a83715b427fb21a59,1,1,{'ts'}
ollama/ollama,aaa7818000c42a82fc030212c35ef83f9799efd7,6,151,"{'patch','go','h','cu','m'}"
huggingface/transformers,e0545ef0b8026bf53678e89270fecab5351cb50c,1,16,{'py'}
Significant-Gravitas/AutoGPT,"767d2f2c1ec0dd9502dd7204aefbaa83658a63f6",1,64,{'pre-commit-config.yaml'}
ytdl-org/youtube-dl,d21717978cff5321ca279593340051d4bc73c129,2,86,{'py'}
awesome-selfhosted/awesome-selfhosted,ff4e9cf2cb5cf2e5bff52ebeee3998a0d006333f,1,2,{'md'}
microsoft/PowerToys,"53b989857be05c829543a0f7ffe76017223960d2",20,280,"{'resx','cpp','h','base.h','base.rc','UI.Library_GeneralSettings.cs','UI.UnitTests_ViewModelTests_General.cs','UI_Helpers_NativeMethods.cs','UI_SettingsXAML_App.xaml','UI_SettingsXAML_Controls_SettingsGroup_SettingsGroup.xaml','UI_SettingsXAML_Flyout_LaunchPage.xaml.cs','UI_SettingsXAML_Views_GeneralPage.xaml','UI_SettingsXAML_Views_GeneralPage.xaml.cs','UI_SettingsXAML_Views_ShellPage.xaml','UI_SettingsXAML_Views_ShellPage.xaml.cs','UI_Strings_en-us_Resources.resw','UI_ViewModels_GeneralViewModel.cs'}"
Genymobile/scrcpy,"609719bde025559067e9d11672178531f8431619",2,30,{'java'}
flutter/flutter,"8b22f67c85114def3f090286c386627efdf59614",2,4,"{'8b22f67c85114def3f090286c386627efdf59614_DEPS','8b22f67c85114def3f090286c386627efdf59614_engine_src_flutter_ci_licenses_golden_licenses_fuchsia'}"
github/gitignore,"089f8f4372f9ba37f234d02c31e134d457b6caf6",1,2,{'gitignore'}
electron/electron,dc5efca0f6b4cd8541b4404582d855f6808a7225,5,105,"{'md','ts','cc','d.ts'}"
github/gitignore,"107b0b483821a46f217a90321adf0f5307e09c50",1,1,{'gitignore'}
kubernetes/kubernetes,c5c87bde8f0ff405f89ead5aff9f609b42e29b55,2,39,"{'io_client-go_testing_fixture.go','io_client-go_testing_fixture_test.go'}"
rust-lang/rust,f714b34000715a0c4feb5fd668c377a56c03b895,1,7,{'rs'}
CyC2018/CS-Notes,f6c2333822673d42acd538bbced5c12873ed95aa,1,2,{'md'}
flutter/flutter,"11bf180af0bd2b03ccbec636249250dbd10384f9",1,66,{'ci.yaml'}
huggingface/transformers,a75b9ffb5c653efbc8279d563f2275c2fd592575,1,5,{'py'}
electron/electron,f6b8ee073185d13a2ed1c334444045ad24c29ae8,1,6,{'eslintrc.json'}
facebook/react-native,"96fe4a5ad76b3e7c2433347277a548937b6612cf",5,16,"{'android.js','ios.js','js.flow','js','js.snap'}"
ohmyzsh/ohmyzsh,"3f8ea81b89cda583acea098c9b7353c295619d4d",3,17,"{'github_dependencies.yml','3f8ea81b89cda583acea098c9b7353c295619d4d_plugins_z_LICENSE','plugin.zsh'}"
labuladong/fucking-algorithm,c5894e6c85f55a84a36932609edcc94cfd493a77,1,4,{'github_ISSUE_TEMPLATE_01-algo-website-bug.md'}
microsoft/TypeScript,"38b78b70d291dc788569d2a58a5a52a7d479476d",3,9,"{'ts','d.ts'}"
godotengine/godot,"06ebcc911dc78eab4b7608ef4e8c7dfcbe9f7047",1,13,{'cpp'}
PanJiaChen/vue-element-admin,cd3f72674988f8a1b48f789d2bd79a04d0d8d5fe,2,18,"{'md','zh-CN.md'}"
microsoft/terminal,dd96ce4b8fe07d95127182aeec75e9fc7516687a,4,84,"{'resw','cpp','h'}"
tailwindlabs/tailwindcss,"884f02c46b1c675e21fa33a21bdad7df4aa8e236",4,52,"{'md','test.ts','ts'}"
godotengine/godot,"8b2dda868b9038ddf2cee2ffb9e6d044c50e82c4",1,4,{'cpp'}
godotengine/godot,bc2bf7de74f2ded1502b0e9fdbca50e3d986c09b,2,15,"{'cpp','h'}"
d3/d3,"844b75af42d5edb492b07c0a5e6495fda8a40679",1,2,{'md'}
ryanmcdermott/clean-code-javascript,"029c4c2f8aef211caa99ab4cd39dcdbd496ba669",1,1,{'md'}
supabase/supabase,"8f2993dc0c1384e3b739a2727873ae43bc37de7d",1,78,{'mdx'}
godotengine/godot,"4bbef7dd0a85ed227dfcc59f6c9a5b01116475f8",3,32,"{'h','mm'}"
storybookjs/storybook,"7c1db04d3517d9f7d076e9db0588894c85938a63",135,341,"{'md','prerelease.md','ts','json','lock','png','mp4','jpg','0-storybook-hero-video.mp4','gif','mdx'}"
shadcn-ui/ui,"2773f9e2e29cf67e521632d15d1ba302a82e39e9",5,153,"{'changeset_honest-humans-invite.md','ts','test.ts.snap','test.ts'}"
supabase/supabase,"21412b2e25d829a465fec34f23a9505ee422031a",1,3,{'tsx'}
tauri-apps/tauri,"5a5291d66cb8a955c9d4f8e975782646ac0cc6e7",2,9,"{'changes_xcode-script-simulator-detect-fix.md','rs'}"
goldbergyoni/nodebestpractices,c9547bf739f618c2f2d107ebc98d97afad6f27f5,1,2,{'hebrew.md'}
ryanmcdermott/clean-code-javascript,"8f678c8c60f1f1b2172b9d05b8ed500883c31602",1,2,{'md'}
fastapi/fastapi,e48c526b62b209923d77f96ac8aed143da2e7860,1,491,{'md'}
Anduin2017/HowToCook,"61696d7a8372cdd7bafddfb33e47de5dac3182b6",1,42,{'md'}
nodejs/node,"62ba6196d40c12f56c34f38cecab061dfd4681cc",6,88,"{'js','cc','h'}"
d3/d3,a971a07d5c2aadab385caa26fc9d71a22d71dc7d,1,2,{'md'}
fastapi/fastapi,"3337c3b9be8154804935e529f22fd50b3956ec37",1,75,{'md'}
nvm-sh/nvm,"14507f807f749f7a215e89af740354ae7efa41ee",2,6,"{'github_workflows_tests.yml','travis.yml'}"
nvm-sh/nvm,"977563e97ddc66facf3a8e31c6cff01d236f09bd",4,36,"{'md','sh','json'}"
mtdvio/every-programmer-should-know,"3f108874f62faae455318260a4490b7e537504f5",1,2,{'md'}
mtdvio/every-programmer-should-know,"050f3d15daeb072516de08e328cb251dad4ce5d9",1,2,{'md'}
supabase/supabase,"0ffe63f062ca11f6cb240dcc4e4eb0db3ec62e16",4,369,"{'tsx','utils.tsx'}"
mui/material-ui,"65e7dac0e8fa22fbae1fccaada786e3e22b7e73a",28,659,"{'js','tsx','md','json','test.ts','ts','build.json','yaml','config.mts'}"
iluwatar/java-design-patterns,f6bb51581f6d2f0e5c643e5e1cc93d9987e96b72,1,24,{'java'}
nvm-sh/nvm,ffec9fec724da725013d5b50e763908113983fc3,4,36,"{'md','sh','json'}"
open-webui/open-webui,ff353578dbf28040501e2cfe32add8a914059ddc,6,366,"{'py','ts','svelte'}"
deepseek-ai/DeepSeek-R1,a92eec0ffb071288687c8969ac2130ce5f8eb971,1,65,{'md'}
Hack-with-Github/Awesome-Hacking,"1397a63277aa3b924e6009e784eb1524c4a885cd",1,23,{'github_workflows_lock-threads.yml'}
ohmyzsh/ohmyzsh,"6ef47526f852114209e36af87938075b4caa28e1",2,2,"{'md','plugin.zsh'}"
twbs/bootstrap,"1e7a20a24c98ead79fef835522aff56f7344d7af",1,4,{'ts'}
deepseek-ai/DeepSeek-R1,"280f485e419021e3725044cf7861ea6b6c918cd1",1,2,{'md'}
supabase/supabase,ba29cf187dd3d43ea2c35bab6c77ea154e64eca7,2,100,"{'tsx','d.ts'}"
microsoft/Web-Dev-For-Beginners,"4b380483c165d87dc325b15c903709e74252694f",1,7,{'json'}
massgravel/Microsoft-Activation-Scripts,"2e44a4a77bc4564c6ad38fa09ff4e134765c6b31",10,20,{'cmd'}
goldbergyoni/nodebestpractices,efdd0f21b0a13f02bc57e4fef8d5cfdfc0647224,1,12,{'hebrew.md'}
torvalds/linux,cd2e103d57e5615f9bb027d772f93b9efd567224,5,83,"{'c','h','ubsan'}"
getify/You-Dont-Know-JS,b92d9ed92a79d6a7ab2941b330885f606a7966bb,1,16,{'github_ISSUE_TEMPLATE_textual-grammar-typo.md'}
microsoft/vscode,"71b706fe9f2561a0d4e1f1830b731b428e7962e6",5,138,"{'ts','test.ts'}"
trekhleb/javascript-algorithms,ca3d16dcce7a493ae12c03ca20ede4fd7801f7a2,1,4,{'uk-UA.md'}
practical-tutorials/project-based-learning,bceea63fabfa4e9915c96fd408eaaee5284764be,1,1,{'md'}
codecrafters-io/build-your-own-x,b68e320fb32a43669ad6ca43a8562cc9fc0c6eca,1,2,{'md'}
donnemartin/system-design-primer,"7a094cec63795a3ebbaacebdf9dc4294cd3179b2",3,6,"{'md','sh'}"
"996icu/996.ICU",b4f9672e9fd475d3d13b9becca5a268a25357b3d,1,12,{'md'}
awesome-selfhosted/awesome-selfhosted,"87fe2ea98405068fedb839acc34fea63e2e3db1b",1,1,{'md'}
sindresorhus/awesome,f6d534211855dcfe39708f02377526e3e891a1e5,1,1,{'md'}
AUTOMATIC1111/stable-diffusion-webui,"5096c163c16b9e6c0c491bc2debc182ca048ebc5",3,129,"{'gitignore','py'}"
EbookFoundation/free-programming-books,"4f111aef1869623568f4921d07d9740f367849d1",2,247,"{'github_workflows_stale-new.yml','github_workflows_stale.yml'}"
CyC2018/CS-Notes,"2c31eddf3481a31ab5c10ebced395497c6bf9d61",1,1,{'gitattributes'}
ytdl-org/youtube-dl,e102b9993af6defb4e03699840b01c63e5623276,1,13,{'github_workflows_ci.yml'}
trimstray/the-book-of-secret-knowledge,"945e21b6a41f3a162e18a100775ff4f922f5ea31",1,22,{'md'}
kamranahmedse/developer-roadmap,"7cb55870971a5af587a95d1dbb31c378f8e44d89",1,2,{'md'}
sindresorhus/awesome,"10739d944f173f1ba1a07bfff14aa54d97edcecf",1,1,{'md'}
ytdl-org/youtube-dl,"680069a14958187cf576ed91c96d2f273aea711f",2,38,{'py'}
AUTOMATIC1111/stable-diffusion-webui,"5bbbda473fc87c161ec7f5351d78b8c43799d436",27,431,"{'gitignore','md','py','bat'}"
Snailclimb/JavaGuide,d8d68c7fae6fb4d5e567d589a2edcc776269caba,1,12,{'md'}
jlevy/the-art-of-command-line,"19f6ac0e86616714a415a4b3c4e33cb0aa786905",1,2,{'md'}
avelino/awesome-go,fb7cb8c0931628a829aa8f1869a63a1eaf52c494,1,1,{'md'}
freeCodeCamp/freeCodeCamp,"2c3374e43dca48a20848e9e6041af447112acdbb",5,10,{'md'}
EbookFoundation/free-programming-books,d053593b46358a59e43fa33167b8dcaa21a27d5b,1,3,{'md'}
avelino/awesome-go,f761bd0ed616041ac43be1c476d966cba0d016cf,1,1,{'md'}
Genymobile/scrcpy,dd1bfae4e00e5756e5f4f43649ce9d6a824cf028,1,4,{'sh'}
Genymobile/scrcpy,"89b624770c7cc133cd14070a1ba766df3befa85f",4,10,"{'rc','build','gradle','sh'}"
Snailclimb/JavaGuide,db72d110fffda347e96fb925a63b11390b94cb9a,1,31,{'md'}
yangshun/tech-interview-handbook,d6a50736b0045e3939abde128be48f966014902d,2,8,{'md'}
jackfrued/Python-100-Days,d8d8b938c3b59ba82c5a3bcfe081948292cfbad7,5,19,"{'Python语言中的变量.md','Python语言中的运算符.md','分支结构.md','循环结构.md','md'}"
avelino/awesome-go,a67740d790f9ed5ef2df5cce77aa4346fec660b5,1,1,{'md'}
labuladong/fucking-algorithm,"99683978c214f292504fa99807db9a30279db4d0",1,29,{'md'}
golang/go,f14f3aae1c3dc382c15d9c3174a037b7d3595009,1,63,{'go'}
flutter/flutter,bcfb87134b040726f7106da6708048d910733138,4,466,"{'dart','shard_hermetic_build_web_test.dart','shard_build_system_targets_web_test.dart'}"
airbnb/javascript,"6499695ac11c4640ed0f77f8865a1adcb32d3239",1,2,{'md'}
yangshun/tech-interview-handbook,"54b87968615691204d344872005c4eb5505fd904",1,2,{'js'}
labuladong/fucking-algorithm,d719b2ce86821e5f694bca6c18cd14836f4b52ef,3,6,"{'github_ISSUE_TEMPLATE_chrome-extension-bug.md','github_ISSUE_TEMPLATE_jetbrain-plugin-bug.md','github_ISSUE_TEMPLATE_vscode-extension-bug.md'}"
yangshun/tech-interview-handbook,"5c7069049dcd72368de663a7cd105b6342e8d27f",2,18,"{'gitignore','js'}"
labuladong/fucking-algorithm,"8dc6ef5a7f348c093999bc93aeb943f76ac60637",1,93,{'md'}
krahets/hello-algo,e4f57876850a10a722641a9dc286f53bc8a8909e,1,24,{'md'}
facebook/react-native,"366c89265fe525c2b9249b7f8388d8e1079ce65d",1,7,{'json'}
ytdl-org/youtube-dl,"67dbfa65f220e358de713977bed8d818059f7f27",1,6,{'py'}
Chalarangelo/30-seconds-of-code,"1afa20e5c8b63166c195b9e70dade8d5816b02f4",1,2,{'yaml'}
facebook/react-native,"1a46b203b83d7cbe44185cd7e437e77b850e1af5",1,6,{'json'}
mrdoob/three.js,"013cc18a6a2ef8e24a766aa29484cfb842944178",4,51,{'js'}
langchain-ai/langchain,"38c19d28913fe68adaa6177151ea96c66103545c",1,4,{'ipynb'}
rust-lang/rust,"52882f6522ae9f34f1d574b2efabc4b18e691ae0",44,1025,"{'rs','library.toml','yml','52882f6522ae9f34f1d574b2efabc4b18e691ae0_src_ci_docker_host-x86_64_mingw-check-1_Dockerfile','sh','in','txt','52882f6522ae9f34f1d574b2efabc4b18e691ae0_src_ci_docker_host-x86_64_mingw-check-2_Dockerfile','52882f6522ae9f34f1d574b2efabc4b18e691ae0_src_ci_docker_host-x86_64_mingw-check-tidy_Dockerfile','52882f6522ae9f34f1d574b2efabc4b18e691ae0_src_ci_docker_host-x86_64_x86_64-gnu-nopt_Dockerfile','md'}"
yt-dlp/yt-dlp,a9b370069838e84d44ac7ad095d657003665885a,5,30,"{'gitignore','a9b370069838e84d44ac7ad095d657003665885a_Makefile','py','webp','a9b370069838e84d44ac7ad095d657003665885a_test_testdata_thumbnails_foo %d bar_placeholder'}"
"521xueweihan/HelloGitHub",f26bf94124dff2133c1cd765bf8fddf21c743b26,21,968,{'md'}
axios/axios,"5064b108de336ff34862650709761b8a96d26be0",1,4,{'js'}
microsoft/TypeScript,"81c951894e93bdc37c6916f18adcd80de76679bc",1,4,{'ts'}
